Nasabah_ID,Jenis_Kel,Tgl_lahir,Jml_Pinjaman,JW,Kolektibilitas,angsuran_ke,Unit
KGS.000360,P,07/01/1976,12000000,24,L,13,SYARIAH
KGS.000359,P,06/10/1972,12000000,24,L,13,SYARIAH
KGS.000358,P,30/04/1968,12000000,24,L,13,SYARIAH
KGS.000158,P,27/08/1964,15000000,24,L,13,SYARIAH
KGS.000361,P,16/04/1992,12000000,24,L,13,SYARIAH
KGS.000363,P,15/12/1983,12000000,24,L,13,SYARIAH
KGS.000365,P,28/04/1989,12000000,24,L,13,SYARIAH
KGS.000364,P,05/05/1973,12000000,24,L,13,SYARIAH
KGS.000368,P,12/05/1984,12000000,24,L,13,SYARIAH
KGS.000374,P,05/10/1991,12000000,24,L,13,SYARIAH
KGS.000375,P,30/01/1985,12000000,24,L,13,SYARIAH
KGS.000376,P,01/03/1982,12000000,24,L,13,SYARIAH
KGS.000377,P,15/05/1995,12000000,24,L,13,SYARIAH
KGS.000378,P,17/01/1980,12000000,24,L,12,SYARIAH
KGS.000379,P,03/11/1962,12000000,24,L,12,SYARIAH
KGS.000382,P,11/10/1992,12000000,24,L,12,SYARIAH
KGS.000384,P,25/12/1981,12000000,24,L,12,SYARIAH
KGS.000385,P,14/08/1993,12000000,24,PK,9,SYARIAH
KGS.000386,P,04/12/1991,12000000,24,L,12,SYARIAH
KGS.000392,P,16/04/1975,12000000,24,L,11,SYARIAH
KGS.000402,P,31/12/1971,12000000,24,L,11,SYARIAH
KGS.000400,P,27/05/1965,12000000,24,L,11,SYARIAH
KGS.000401,P,06/12/1989,12000000,24,L,11,SYARIAH
KGS.000399,P,22/09/1995,12000000,24,L,11,SYARIAH
KGS.000398,P,12/03/1992,12000000,24,L,11,SYARIAH
KGS.000397,P,01/10/1982,12000000,24,L,11,SYARIAH
KGS.000396,P,07/01/1964,12000000,24,L,11,SYARIAH
KGS.000395,P,06/10/1971,12000000,24,L,11,SYARIAH
KGS.000404,P,11/04/1983,12000000,24,L,11,SYARIAH
KGS.000403,P,31/12/1973,12000000,24,L,10,SYARIAH
KGS.000411,P,17/05/1979,12000000,24,L,10,SYARIAH
KGS.000410,P,10/03/1969,12000000,24,L,10,SYARIAH
KGS.000413,P,13/08/1981,12000000,24,L,9,SYARIAH
KGS.000412,P,18/12/1992,12000000,24,L,10,SYARIAH
KGS.000415,P,25/08/1963,12000000,24,L,10,SYARIAH
KGS.000418,P,10/09/1988,12000000,24,L,9,SYARIAH
KGS.000417,P,13/02/1969,12000000,24,L,9,SYARIAH
KGS.000221,P,01/11/1975,15000000,24,L,9,SYARIAH
KGS.000199,P,01/11/1975,15000000,24,L,9,SYARIAH
KGS.000154,P,17/12/1993,15000000,24,L,9,SYARIAH
KGS.000152,P,24/01/1974,15000000,24,L,9,SYARIAH
KGS.000153,P,11/10/1981,15000000,24,L,9,SYARIAH
KGS.000164,P,08/01/1995,15000000,24,L,9,SYARIAH
KGS.000151,P,17/08/1965,15000000,24,L,9,SYARIAH
KGS.000194,P,24/05/1987,15000000,24,L,9,SYARIAH
KGS.000182,P,26/04/1976,15000000,24,L,8,SYARIAH
KGS.000424,P,19/06/1973,12000000,24,L,8,SYARIAH
KGS.000425,P,25/11/1982,12000000,24,L,8,SYARIAH
KGS.000423,P,17/08/1988,12000000,24,L,8,SYARIAH
KGS.000176,P,25/04/1981,15000000,24,L,8,SYARIAH
KGS.000426,P,10/10/1983,12000000,24,L,8,SYARIAH
KGS.000427,P,11/11/1978,12000000,24,L,7,SYARIAH
KGS.000428,P,04/11/1989,12000000,24,L,8,SYARIAH
KGS.000178,P,24/12/1979,15000000,24,L,8,SYARIAH
KGS.000222,P,07/08/1996,15000000,24,L,7,SYARIAH
KGS.000180,P,24/01/1995,15000000,24,L,7,SYARIAH
KGS.000432,P,17/09/1983,12000000,24,L,7,SYARIAH
KGS.000433,P,22/10/1991,12000000,24,L,7,SYARIAH
KGS.000434,P,28/11/1992,12000000,24,L,7,SYARIAH
KGS.000435,P,09/06/1992,12000000,24,L,7,SYARIAH
KGS.000227,P,13/02/1980,15000000,24,L,6,SYARIAH
KGS.000201,P,26/03/1979,15000000,24,L,7,SYARIAH
KGS.000237,P,10/10/1987,15000000,24,L,7,SYARIAH
KGS.000235,P,01/07/1967,15000000,24,L,7,SYARIAH
KGS.000236,P,05/09/1990,15000000,24,L,6,SYARIAH
KGS.000183,P,12/09/1970,15000000,24,L,7,SYARIAH
KGS.000184,P,15/05/1991,15000000,24,L,7,SYARIAH
KGS.000179,P,08/05/1985,15000000,24,L,7,SYARIAH
KGS.000142,P,05/04/1988,15000000,24,L,7,SYARIAH
KGS.000144,P,13/09/1982,15000000,24,L,7,SYARIAH
KGS.000243,P,01/08/1968,15000000,24,L,6,SYARIAH
KGS.000264,P,31/12/1973,15000000,24,L,6,SYARIAH
KGS.000277,P,30/12/1985,15000000,24,L,6,SYARIAH
KGS.000267,P,20/09/1977,15000000,24,L,6,SYARIAH
KGS.000233,P,07/10/1995,15000000,24,L,6,SYARIAH
KGS.000207,P,17/05/1993,15000000,24,L,6,SYARIAH
KGS.000203,P,01/08/1974,15000000,24,L,6,SYARIAH
KGS.000229,P,13/10/1974,15000000,24,L,6,SYARIAH
KGS.000228,P,30/07/1988,15000000,24,L,6,SYARIAH
KGS.000166,P,08/05/1981,12000000,24,L,6,SYARIAH
KGS.000163,P,21/05/1978,12000000,24,L,6,SYARIAH
KGS.000440,P,14/09/1989,12000000,24,L,6,SYARIAH
KGS.000441,P,12/10/1976,12000000,24,L,6,SYARIAH
KGS.000353,P,09/04/1988,15000000,24,L,6,SYARIAH
KGS.000250,P,29/09/1979,15000000,24,L,6,SYARIAH
KGS.000284,P,21/12/1980,15000000,24,L,5,SYARIAH
KGS.000197,P,22/06/1984,15000000,24,L,5,SYARIAH
KGS.000279,P,13/03/1982,15000000,24,L,5,SYARIAH
KGS.000181,P,17/12/1978,15000000,24,L,5,SYARIAH
KGS.000446,P,02/11/1977,12000000,24,L,5,SYARIAH
KGS.000447,P,31/12/1971,12000000,24,L,5,SYARIAH
KGS.000448,P,12/06/1988,12000000,24,L,5,SYARIAH
KGS.000449,P,02/11/1965,12000000,24,L,5,SYARIAH
KGS.000328,P,04/11/1991,15000000,24,L,5,SYARIAH
KGS.000283,P,07/09/1977,15000000,24,L,4,SYARIAH
KGS.000213,P,19/04/1981,15000000,24,L,4,SYARIAH
KGS.000323,P,09/08/1989,15000000,24,L,4,SYARIAH
KGS.000195,P,01/06/1980,15000000,24,L,4,SYARIAH
KGS.000263,P,17/08/1978,15000000,24,L,4,SYARIAH
KGS.000453,P,07/11/1964,12000000,24,L,4,SYARIAH
KGS.000454,P,10/04/1985,12000000,24,L,4,SYARIAH
KGS.000246,P,01/02/1983,12000000,24,L,4,SYARIAH
KGS.000150,P,01/07/1976,15000000,24,L,4,SYARIAH
KGS.000455,P,16/04/1974,12000000,24,L,4,SYARIAH
KGS.000457,P,12/12/1977,12000000,24,L,4,SYARIAH
KGS.000393,P,10/02/1981,15000000,24,L,4,SYARIAH
KGS.000261,P,27/12/1975,12000000,24,L,4,SYARIAH
KGS.000280,P,12/12/1968,12000000,24,L,4,SYARIAH
KGS.000465,P,14/03/1983,11000000,24,L,4,SYARIAH
KGS.000464,P,17/04/1970,11000000,24,L,4,SYARIAH
KGS.000466,P,29/09/1987,11000000,24,L,4,SYARIAH
KGS.000462,P,20/05/1993,11000000,24,L,4,SYARIAH
KGS.000177,P,28/10/1975,14000000,24,L,4,SYARIAH
KGS.000381,P,08/02/1972,15000000,24,L,4,SYARIAH
KGS.000220,P,02/08/1992,12000000,24,L,4,SYARIAH
KGS.000231,P,09/09/1974,15000000,24,L,3,SYARIAH
KGS.000148,P,31/12/1970,11000000,24,L,3,SYARIAH
KGS.000132,P,15/07/1975,11000000,24,L,3,SYARIAH
KGS.000138,P,14/02/1972,11000000,24,L,3,SYARIAH
KGS.000468,P,09/09/1988,10000000,24,L,3,SYARIAH
KGS.000325,P,20/01/1990,15000000,24,L,3,SYARIAH
KGS.000326,P,01/07/1981,15000000,24,L,3,SYARIAH
KGS.000135,P,18/11/1983,15000000,12,L,3,SYARIAH
KGS.000196,P,07/11/1972,15000000,24,L,3,SYARIAH
KGS.000200,P,16/06/1964,15000000,24,L,3,SYARIAH
KGS.000202,P,23/06/1996,15000000,24,L,3,SYARIAH
KGS.000198,P,01/05/1986,12000000,24,L,3,SYARIAH
KGS.000281,P,15/01/1961,12000000,24,L,3,SYARIAH
KGS.000165,P,01/07/1966,11000000,24,L,3,SYARIAH
KGS.000172,P,17/08/1984,15000000,24,L,3,SYARIAH
KGS.000134,P,02/04/1965,15000000,12,L,2,SYARIAH
KGS.000293,P,30/04/1966,15000000,24,L,2,SYARIAH
KGS.000292,P,22/05/1992,15000000,12,L,2,SYARIAH
KGS.000276,P,04/02/1979,15000000,24,L,2,SYARIAH
KGS.000316,P,05/07/1963,15000000,24,L,2,SYARIAH
KGS.000186,P,06/07/1979,15000000,24,L,2,SYARIAH
KGS.000469,P,18/05/2000,11000000,24,L,2,SYARIAH
KGS.000470,P,25/04/1984,12000000,24,L,2,SYARIAH
KGS.000335,P,08/10/1983,15000000,24,L,2,SYARIAH
KGS.000336,P,10/02/1982,15000000,24,L,2,SYARIAH
KGS.000329,P,15/07/1965,15000000,24,L,2,SYARIAH
KGS.000324,P,13/02/1983,15000000,24,L,2,SYARIAH
KGS.000471,P,05/03/1991,12000000,24,L,1,SYARIAH
KGS.000314,P,01/07/1975,15000000,24,L,1,SYARIAH
KGS.000270,P,03/10/1972,15000000,24,L,1,SYARIAH
KGS.000175,P,10/05/1991,12000000,24,L,1,SYARIAH
KGS.000308,P,09/07/1984,15000000,24,L,1,SYARIAH
KGS.000307,P,10/02/1976,15000000,24,L,1,SYARIAH
KGS.000310,P,10/11/1972,15000000,24,L,1,SYARIAH
KGS.000340,P,30/09/1972,15000000,24,L,1,SYARIAH
KGS.000223,P,02/04/1980,14000000,24,L,1,SYARIAH
KGS.000214,P,10/10/1983,15000000,24,L,1,SYARIAH
KGS.000331,P,06/06/1988,15000000,24,L,1,SYARIAH
KGS.000298,P,05/04/1969,12000000,24,L,1,SYARIAH
KGS.000373,P,21/08/1977,15000000,12,L,1,SYARIAH
KGS.000286,P,10/12/1982,11000000,24,L,1,SYARIAH
KGS.000174,P,10/10/1974,15000000,24,L,1,SYARIAH
KGS.000309,P,13/01/1979,15000000,24,L,1,SYARIAH
KGS.000473,P,22/08/1994,12000000,24,L,1,SYARIAH
KGS.000429,P,26/04/1970,40000000,36,L,8,SYARIAH
KGS.000430,L,18/02/1964,26000000,36,L,8,SYARIAH
KGS.000431,P,01/01/1966,40000000,24,L,8,SYARIAH
KGS.000437,L,14/06/1994,50000000,12,L,7,SYARIAH
KGS.000436,L,05/07/1976,50000000,36,L,7,SYARIAH
KGS.000438,P,27/11/1972,40000000,12,L,7,SYARIAH
KGS.000439,L,26/11/1995,26000000,24,L,7,SYARIAH
KGS.000443,L,13/01/1989,30000000,24,L,6,SYARIAH
KGS.000444,L,10/04/1991,20000000,24,L,6,SYARIAH
KGS.000458,P,26/06/1964,20000000,24,L,4,SYARIAH
ULS.000011,P,16/05/1977,60000000,36,M,13,SYARIAH
ULS.000051,L,12/08/1994,75000000,36,PK,34,SYARIAH
ULS.000056,L,01/03/1988,51000000,36,L,34,SYARIAH
ULS.000077,L,29/01/1988,51000000,36,PK,29,SYARIAH
ULS.000078,L,23/07/1997,30000000,36,PK,29,SYARIAH
ULS.000030,P,04/04/1983,44600000,41,PK,27,SYARIAH
ULS.000010,P,17/05/1963,41500000,32,L,28,SYARIAH
ULS.000042,P,19/08/1971,31200000,29,PK,25,SYARIAH
ULS.000060,P,01/07/1977,54700000,43,L,27,SYARIAH
ULS.000038,P,16/02/1971,85600000,40,L,28,SYARIAH
ULS.000087,P,01/12/1981,50000000,36,M,15,SYARIAH
ULS.000089,P,15/04/1974,65000000,36,L,26,SYARIAH
ULS.000090,L,01/03/1982,110000000,48,L,27,SYARIAH
ULS.000076,L,01/07/1981,47500000,39,L,27,SYARIAH
ULS.000092,L,02/08/1985,55000000,36,L,25,SYARIAH
ULS.000082,L,06/07/1993,180000000,48,L,26,SYARIAH
ULS.000094,L,21/07/1974,45000000,36,PK,23,SYARIAH
ULS.000096,P,01/07/1991,25000000,24,D,20,SYARIAH
ULS.000099,P,29/02/1988,160000000,48,PK,23,SYARIAH
ULS.000100,L,10/01/1984,25000000,24,D,20,SYARIAH
ULS.000036,P,23/03/1983,33600000,38,L,25,SYARIAH
ULS.000102,P,14/04/1983,80000000,36,L,25,SYARIAH
ULS.000103,L,13/09/1965,25000000,24,KL,22,SYARIAH
ULS.000105,P,02/05/1977,25000000,24,KL,22,SYARIAH
ULS.000108,P,20/05/1990,101000000,48,L,25,SYARIAH
ULS.000109,P,07/11/1983,80000000,36,PK,23,SYARIAH
ULS.000111,P,01/07/1966,30000000,36,PK,22,SYARIAH
ULS.000112,P,01/07/1983,50000000,36,L,25,SYARIAH
ULS.000041,P,22/12/1991,60000000,36,L,25,SYARIAH
ULS.000113,P,29/09/1979,30000000,36,L,25,SYARIAH
ULS.000061,L,03/03/1984,45500000,33,PK,22,SYARIAH
ULS.000114,L,01/01/1969,101000000,36,L,24,SYARIAH
ULS.000116,P,03/09/1989,55000000,36,PK,22,SYARIAH
ULS.000117,L,06/04/1976,101000000,36,L,24,SYARIAH
ULS.000118,P,22/05/1976,40000000,36,PK,22,SYARIAH
ULS.000119,P,03/02/1978,50000000,36,L,23,SYARIAH
ULS.000120,P,04/06/1976,40000000,36,L,24,SYARIAH
ULS.000122,P,09/04/1986,70000000,36,L,24,SYARIAH
ULS.000123,L,06/11/1981,75000000,30,L,23,SYARIAH
ULS.000124,P,31/12/1968,40000000,36,L,23,SYARIAH
ULS.000125,L,14/07/1967,40000000,24,L,23,SYARIAH
ULS.000126,L,05/07/1977,250000000,48,L,23,SYARIAH
ULS.000130,#N/A,#N/A,45000000,36,L,23,SYARIAH
ULS.000164,L,01/02/1972,85000000,36,PK,20,SYARIAH
ULS.000170,L,27/04/1989,70000000,36,L,22,SYARIAH
ULS.000169,L,09/04/1972,51000000,36,L,21,SYARIAH
ULS.000175,L,16/01/1969,50000000,36,L,21,SYARIAH
ULS.000176,L,15/05/1971,80000000,36,L,20,SYARIAH
ULS.000178,L,20/01/1991,30000000,24,L,20,SYARIAH
ULS.000182,L,01/07/1972,51000000,36,L,20,SYARIAH
ULS.000184,L,15/03/1987,101000000,36,L,20,SYARIAH
ULS.000186,P,12/12/1981,80000000,36,PK,18,SYARIAH
ULS.000187,P,29/12/1990,50000000,36,L,20,SYARIAH
ULS.000189,P,16/10/1990,75000000,24,PK,17,SYARIAH
ULS.000193,P,13/05/1978,65000000,36,L,19,SYARIAH
ULS.000196,P,18/07/1972,150000000,48,L,18,SYARIAH
ULS.000197,L,05/06/1989,60000000,36,L,18,SYARIAH
ULS.000202,L,01/08/1997,30000000,24,PK,15,SYARIAH
ULS.000204,L,12/09/1984,30000000,24,L,18,SYARIAH
ULS.000203,L,08/08/1981,80000000,36,L,18,SYARIAH
ULS.000205,L,05/10/1971,50000000,36,PK,16,SYARIAH
ULS.000206,P,25/03/1981,50000000,36,L,18,SYARIAH
ULS.000211,P,12/10/1968,50000000,36,L,17,SYARIAH
ULS.000214,P,18/04/1979,50000000,36,L,17,SYARIAH
ULS.000213,L,10/01/1989,200000000,48,L,16,SYARIAH
ULS.000220,P,31/12/1990,50000000,36,L,16,SYARIAH
ULS.000221,P,11/03/1987,30000000,36,L,15,SYARIAH
ULS.000227,L,11/11/1987,50000000,36,L,16,SYARIAH
ULS.000231,L,01/07/1981,50000000,36,L,15,SYARIAH
ULS.000243,P,12/04/1993,35000000,36,L,15,SYARIAH
ULS.000249,P,18/06/1995,101000000,36,L,14,SYARIAH
ULS.000261,L,14/04/1976,120000000,48,L,14,SYARIAH
ULS.000262,L,18/12/1981,101000000,36,L,14,SYARIAH
ULS.000289,P,17/03/1986,60000000,30,PK,11,SYARIAH
ULS.000290,L,26/11/1985,50000000,36,L,13,SYARIAH
ULS.000296,P,19/01/1972,30000000,24,L,11,SYARIAH
ULS.000315,L,01/02/1994,30000000,36,PK,9,SYARIAH
ULS.000307,P,11/03/1986,40000000,36,L,12,SYARIAH
ULS.000318,P,08/08/1975,50000000,36,L,12,SYARIAH
ULS.000329,P,01/07/1970,200000000,48,L,11,SYARIAH
ULS.000330,L,18/09/1980,26000000,36,L,11,SYARIAH
ULS.000336,L,31/12/1984,60000000,36,L,11,SYARIAH
ULS.000337,P,17/02/1992,35000000,24,L,11,SYARIAH
ULS.000341,P,01/07/1988,75000000,36,L,11,SYARIAH
ULS.000342,P,23/08/1987,35000000,36,L,11,SYARIAH
ULS.000366,L,01/07/1972,50000000,36,L,10,SYARIAH
ULS.000370,L,25/07/1975,50000000,36,L,10,SYARIAH
ULS.000371,P,27/07/1974,30000000,24,L,10,SYARIAH
ULS.000372,L,29/06/1988,30000000,24,L,10,SYARIAH
ULS.000379,L,08/04/1974,50000000,36,L,9,SYARIAH
ULS.000380,L,12/07/1974,50000000,36,L,9,SYARIAH
ULS.000381,L,04/04/1977,50000000,36,L,9,SYARIAH
ULS.000383,P,24/12/1984,30000000,36,L,9,SYARIAH
ULS.000079,L,17/06/1983,61800000,29,L,6,SYARIAH
ULS.000040,P,21/05/1985,130800000,41,L,6,SYARIAH
ULS.000059,P,13/07/1979,52200000,23,L,5,SYARIAH
ULS.000006,L,08/07/1978,62900000,31,L,6,SYARIAH
ULS.000019,P,12/05/1980,127800000,41,L,6,SYARIAH
ULS.000467,L,04/02/1976,50000000,36,L,6,SYARIAH
ULS.000067,L,11/06/1984,53700000,32,L,6,SYARIAH
ULS.000055,P,05/10/1978,52300000,22,L,6,SYARIAH
ULS.000047,L,27/08/1965,43000000,31,L,6,SYARIAH
ULS.000003,L,01/07/1978,122700000,38,L,6,SYARIAH
ULS.000468,L,09/11/1982,50000000,36,L,6,SYARIAH
ULS.000469,P,03/07/1980,100000000,24,L,6,SYARIAH
ULS.000035,P,11/03/1982,21000000,21,L,6,SYARIAH
ULS.000043,L,26/10/1995,42000000,22,L,6,SYARIAH
ULS.000066,P,12/05/1968,44200000,24,L,6,SYARIAH
ULS.000071,L,09/11/1983,26200000,23,L,6,SYARIAH
ULS.000021,P,14/02/1957,21700000,6,D,1,SYARIAH
ULS.000029,P,05/06/1984,10300000,12,PK,4,SYARIAH
ULS.000481,L,05/03/1971,120000000,48,L,5,SYARIAH
ULS.000501,L,12/04/1962,100000000,36,L,5,SYARIAH
ULS.000016,P,12/09/1979,44100000,24,L,5,SYARIAH
ULS.000015,P,05/05/1987,47200000,26,L,5,SYARIAH
ULS.000063,L,14/02/1973,91900000,46,L,5,SYARIAH
ULS.000050,L,06/05/1986,69000000,32,L,5,SYARIAH
ULS.000073,L,09/03/1972,89500000,21,L,5,SYARIAH
ULS.000521,L,15/07/1993,100000000,36,L,4,SYARIAH
ULS.000527,L,10/10/1985,55000000,36,L,4,SYARIAH
ULS.000535,L,20/07/1977,75000000,36,L,4,SYARIAH
ULS.000104,L,03/07/1978,23000000,28,PK,2,SYARIAH
ULS.000012,P,27/05/1979,225000000,60,L,4,SYARIAH
ULS.000185,L,17/02/1972,57500000,36,L,3,SYARIAH
ULS.000049,P,27/11/1962,21750000,13,PK,1,SYARIAH
ULS.000044,P,25/07/1972,31000000,25,PK,1,SYARIAH
ULS.000075,P,05/07/1965,27300000,24,L,2,SYARIAH
ULS.000183,L,06/06/1992,37800000,36,PK,1,SYARIAH
ULS.000115,P,12/06/1986,125400000,43,L,3,SYARIAH
ULS.000121,L,19/12/1997,35500000,36,L,2,SYARIAH
ULS.000129,L,10/09/1972,67750000,48,L,1,SYARIAH
ULS.000074,L,21/05/1998,16000000,18,L,2,SYARIAH
ULS.000031,L,03/03/1972,23200000,24,L,1,SYARIAH
ULS.000033,P,26/02/1984,129500000,31,L,1,SYARIAH
ULS.000017,P,26/05/1984,32900000,28,L,1,SYARIAH
ULS.000132,P,27/05/1985,32700000,36,L,1,SYARIAH
ULS.000191,P,09/01/1988,143500000,30,L,1,SYARIAH
ULS.000135,P,01/07/1965,10000000,24,L,23,SYARIAH
ULS.000139,P,01/07/1970,10000000,24,L,22,SYARIAH
ULS.000141,P,09/09/1975,15000000,24,L,22,SYARIAH
ULS.000148,P,01/07/1976,12000000,24,L,22,SYARIAH
ULS.000163,P,15/03/1998,15000000,24,PK,19,SYARIAH
ULS.000161,P,27/10/1986,15000000,24,L,22,SYARIAH
ULS.000177,P,02/03/1984,15000000,24,L,21,SYARIAH
ULS.000180,P,05/02/1975,15000000,24,L,20,SYARIAH
ULS.000192,P,03/03/1970,11000000,24,L,19,SYARIAH
ULS.000200,P,01/01/1971,15000000,24,L,18,SYARIAH
ULS.000199,P,01/07/1973,15000000,24,L,18,SYARIAH
ULS.000198,P,10/05/1976,15000000,24,L,18,SYARIAH
ULS.000209,P,12/05/1991,12000000,24,L,17,SYARIAH
ULS.000208,P,08/08/1979,12000000,24,L,17,SYARIAH
ULS.000216,P,10/05/1963,12000000,24,L,16,SYARIAH
ULS.000218,P,11/09/1979,12000000,24,L,16,SYARIAH
ULS.000217,P,02/09/1992,12000000,24,L,16,SYARIAH
ULS.000215,P,24/05/1995,12000000,24,L,16,SYARIAH
ULS.000226,P,17/03/1989,12000000,24,L,16,SYARIAH
ULS.000237,P,07/01/1976,12000000,24,L,15,SYARIAH
ULS.000239,P,03/08/1983,15000000,24,L,15,SYARIAH
ULS.000240,P,07/01/1964,15000000,24,L,15,SYARIAH
ULS.000242,P,03/07/1994,12000000,24,L,15,SYARIAH
ULS.000245,P,12/01/1984,15000000,24,L,15,SYARIAH
ULS.000244,P,22/01/1970,15000000,24,L,15,SYARIAH
ULS.000252,P,15/08/1968,15000000,24,L,14,SYARIAH
ULS.000251,P,08/04/1968,15000000,24,L,14,SYARIAH
ULS.000250,P,09/09/1989,15000000,24,L,14,SYARIAH
ULS.000253,P,08/01/1969,15000000,24,L,14,SYARIAH
ULS.000254,P,20/01/1983,15000000,24,L,14,SYARIAH
ULS.000255,P,05/09/1988,12000000,24,L,14,SYARIAH
ULS.000256,P,05/06/1977,15000000,24,L,14,SYARIAH
ULS.000257,P,20/12/1982,12000000,24,L,14,SYARIAH
ULS.000259,P,11/09/1979,12000000,24,L,13,SYARIAH
ULS.000260,P,01/07/1981,12000000,24,L,14,SYARIAH
ULS.000258,P,01/07/1976,15000000,24,L,14,SYARIAH
ULS.000265,P,05/03/1969,15000000,24,L,14,SYARIAH
ULS.000266,P,28/03/1988,15000000,24,L,14,SYARIAH
ULS.000267,P,24/10/1989,15000000,24,L,14,SYARIAH
ULS.000268,P,14/10/1980,15000000,24,L,14,SYARIAH
ULS.000263,P,14/05/1993,12000000,24,L,13,SYARIAH
ULS.000264,P,15/02/1980,12000000,24,L,14,SYARIAH
ULS.000272,P,01/03/1975,15000000,24,L,14,SYARIAH
ULS.000271,P,06/07/1979,15000000,24,L,14,SYARIAH
ULS.000269,P,16/11/1978,15000000,24,L,14,SYARIAH
ULS.000273,P,01/07/1993,15000000,24,L,13,SYARIAH
ULS.000274,P,17/11/1989,15000000,24,L,13,SYARIAH
ULS.000275,P,01/07/1982,15000000,24,L,13,SYARIAH
ULS.000277,P,15/05/1962,15000000,24,L,13,SYARIAH
ULS.000276,P,06/05/1992,15000000,24,L,13,SYARIAH
ULS.000278,P,01/07/1980,15000000,24,L,13,SYARIAH
ULS.000282,P,07/05/1970,15000000,24,L,13,SYARIAH
ULS.000281,P,25/11/1985,15000000,24,L,13,SYARIAH
ULS.000283,P,01/07/1978,10000000,24,L,13,SYARIAH
ULS.000279,P,07/01/1986,12000000,24,L,13,SYARIAH
ULS.000280,P,07/08/1980,12000000,24,L,13,SYARIAH
ULS.000284,P,02/12/1982,12000000,24,L,13,SYARIAH
ULS.000285,P,07/01/1978,10000000,24,L,13,SYARIAH
ULS.000286,P,06/05/1986,15000000,24,PK,10,SYARIAH
ULS.000287,P,28/06/1981,12000000,24,L,13,SYARIAH
ULS.000288,P,01/01/1973,12000000,24,L,13,SYARIAH
ULS.000292,P,13/05/1965,12000000,24,L,13,SYARIAH
ULS.000293,P,01/01/1969,12000000,24,L,13,SYARIAH
ULS.000294,P,17/11/1978,12000000,24,L,13,SYARIAH
ULS.000295,P,13/04/1975,12000000,24,L,13,SYARIAH
ULS.000298,P,06/07/1976,15000000,24,L,12,SYARIAH
ULS.000297,P,15/06/1977,15000000,24,L,12,SYARIAH
ULS.000299,P,21/01/1967,15000000,24,L,12,SYARIAH
ULS.000300,P,28/08/1978,15000000,24,L,12,SYARIAH
ULS.000301,P,15/03/1974,15000000,24,L,12,SYARIAH
ULS.000302,P,19/11/1988,15000000,24,L,12,SYARIAH
ULS.000303,P,03/04/1985,15000000,24,L,12,SYARIAH
ULS.000304,P,01/07/1978,15000000,24,L,12,SYARIAH
ULS.000305,P,12/04/1985,15000000,24,L,12,SYARIAH
ULS.000308,P,01/04/1984,15000000,24,L,12,SYARIAH
ULS.000309,P,30/09/1979,15000000,24,L,12,SYARIAH
ULS.000310,P,05/05/1976,15000000,24,L,12,SYARIAH
ULS.000311,P,13/01/1961,15000000,24,L,12,SYARIAH
ULS.000312,P,10/04/1994,15000000,24,L,12,SYARIAH
ULS.000313,P,09/04/1984,15000000,24,L,12,SYARIAH
ULS.000314,P,10/02/1997,15000000,24,L,12,SYARIAH
ULS.000319,P,12/12/1984,15000000,24,L,12,SYARIAH
ULS.000320,P,10/03/1992,15000000,24,L,12,SYARIAH
ULS.000327,P,17/01/1971,15000000,24,L,11,SYARIAH
ULS.000326,P,05/03/1977,15000000,24,L,11,SYARIAH
ULS.000323,P,25/04/1989,15000000,24,L,11,SYARIAH
ULS.000325,P,26/03/1985,15000000,24,L,11,SYARIAH
ULS.000328,P,05/08/1994,15000000,24,L,11,SYARIAH
ULS.000321,P,18/01/1993,12000000,24,L,11,SYARIAH
ULS.000322,P,01/04/1979,15000000,24,L,11,SYARIAH
ULS.000331,P,01/07/1988,10000000,24,L,11,SYARIAH
ULS.000332,P,05/08/1971,12000000,24,L,11,SYARIAH
ULS.000334,P,07/06/1979,12000000,24,L,11,SYARIAH
ULS.000333,P,10/08/1989,12000000,24,L,11,SYARIAH
ULS.000340,P,08/10/1969,12000000,24,L,11,SYARIAH
ULS.000338,P,11/11/1983,12000000,24,L,10,SYARIAH
ULS.000339,P,01/07/1969,12000000,24,L,11,SYARIAH
ULS.000343,P,07/01/1966,15000000,24,L,11,SYARIAH
ULS.000344,P,13/09/1995,15000000,24,L,11,SYARIAH
ULS.000345,P,01/07/1982,15000000,24,L,11,SYARIAH
ULS.000348,P,05/09/1974,15000000,22,L,11,SYARIAH
ULS.000349,P,11/05/1966,10000000,24,L,11,SYARIAH
ULS.000350,P,06/06/1988,10000000,24,L,11,SYARIAH
ULS.000346,P,07/03/1993,15000000,24,L,11,SYARIAH
ULS.000347,P,01/07/1970,15000000,24,L,11,SYARIAH
ULS.000352,P,01/07/1969,12000000,24,L,10,SYARIAH
ULS.000354,P,07/08/1992,15000000,24,L,10,SYARIAH
ULS.000355,P,27/10/1971,15000000,24,L,10,SYARIAH
ULS.000351,P,01/07/1970,12000000,24,L,10,SYARIAH
ULS.000353,P,01/07/1973,12000000,24,L,10,SYARIAH
ULS.000357,P,11/04/1988,15000000,24,L,10,SYARIAH
ULS.000356,P,01/07/1984,15000000,24,L,10,SYARIAH
ULS.000362,P,09/12/1971,15000000,24,L,10,SYARIAH
ULS.000358,P,26/09/1974,15000000,24,L,10,SYARIAH
ULS.000361,P,05/04/1984,12000000,24,L,10,SYARIAH
