Nasabah_ID,Jenis_Kel,Tgl_lahir,Jml_Pinjaman,JW,Kolektibilitas,angsuran_ke,Unit
JBS.000373,P,11/04/1985,15000000,24,PK,12,SYARIAH
JBS.000378,P,16/06/1972,15000000,24,L,13,SYARIAH
JBS.000382,P,30/05/1974,15000000,24,L,14,SYARIAH
JBS.000383,P,06/04/1979,15000000,24,L,14,SYARIAH
JBS.000385,P,10/09/1994,15000000,24,L,14,SYARIAH
JBS.000381,P,09/09/1985,15000000,24,L,14,SYARIAH
JBS.000380,P,17/07/1996,15000000,24,L,14,SYARIAH
JBS.000377,P,21/04/1979,15000000,24,L,14,SYARIAH
JBS.000376,P,09/06/1979,15000000,24,L,14,SYARIAH
JBS.000392,P,12/09/1986,15000000,24,L,14,SYARIAH
JBS.000389,P,08/12/1977,15000000,24,L,14,SYARIAH
JBS.000393,P,12/12/1962,15000000,24,L,14,SYARIAH
JBS.000394,P,23/07/1982,15000000,24,L,14,SYARIAH
JBS.000390,P,06/05/1965,15000000,24,L,14,SYARIAH
JBS.000387,P,08/06/1977,15000000,24,L,14,SYARIAH
JBS.000388,P,12/11/1971,15000000,24,L,14,SYARIAH
JBS.000391,P,10/05/1990,15000000,24,L,14,SYARIAH
JBS.000395,P,07/01/1975,15000000,24,L,14,SYARIAH
JBS.000396,P,17/04/1978,15000000,24,L,14,SYARIAH
JBS.000135,P,09/12/1988,15000000,24,L,14,SYARIAH
JBS.000136,P,30/07/1989,15000000,24,L,14,SYARIAH
JBS.000127,P,25/07/1982,15000000,24,PK,11,SYARIAH
JBS.000398,P,05/05/1991,12000000,24,L,13,SYARIAH
JBS.000401,P,13/04/1984,15000000,24,PK,12,SYARIAH
JBS.000399,P,02/02/1983,15000000,24,L,14,SYARIAH
JBS.000402,P,06/11/1986,10000000,24,L,14,SYARIAH
JBS.000400,P,10/09/1975,11000000,24,L,14,SYARIAH
JBS.000403,P,23/08/1980,15000000,24,L,14,SYARIAH
JBS.000405,P,01/01/1985,15000000,24,L,14,SYARIAH
JBS.000409,P,02/02/1982,12000000,24,L,12,SYARIAH
JBS.000408,P,01/07/1972,12000000,24,L,13,SYARIAH
JBS.000410,P,13/09/1971,15000000,24,L,13,SYARIAH
JBS.000413,P,30/12/1965,15000000,24,L,13,SYARIAH
JBS.000412,P,05/02/1980,15000000,24,L,13,SYARIAH
JBS.000411,P,06/07/1979,15000000,24,L,13,SYARIAH
JBS.000417,P,30/12/1983,15000000,24,PK,10,SYARIAH
JBS.000416,P,05/01/1988,15000000,24,L,12,SYARIAH
JBS.000415,P,25/06/1983,15000000,24,PK,10,SYARIAH
JBS.000419,P,07/10/1972,15000000,24,L,13,SYARIAH
JBS.000420,P,17/05/1972,15000000,24,L,13,SYARIAH
JBS.000418,P,29/07/1977,15000000,24,L,13,SYARIAH
JBS.000421,P,01/06/1970,15000000,24,L,13,SYARIAH
JBS.000422,P,13/03/1971,12000000,24,PK,11,SYARIAH
JBS.000423,P,28/02/1970,12000000,24,L,13,SYARIAH
JBS.000424,P,20/05/1981,12000000,24,PK,10,SYARIAH
JBS.000427,P,13/06/1971,13000000,24,L,12,SYARIAH
JBS.000426,P,31/12/1972,13000000,24,L,13,SYARIAH
JBS.000428,P,07/10/1985,12000000,24,L,13,SYARIAH
JBS.000433,P,01/07/1971,15000000,18,L,9,SYARIAH
JBS.000435,P,15/05/1983,13000000,24,L,12,SYARIAH
JBS.000434,P,01/07/1972,13000000,18,L,12,SYARIAH
JBS.000436,P,27/02/1983,15000000,24,L,12,SYARIAH
JBS.000437,P,11/06/1994,15000000,24,PK,9,SYARIAH
JBS.000439,P,05/06/1979,15000000,18,L,12,SYARIAH
JBS.000438,P,06/08/1989,15000000,18,D,7,SYARIAH
JBS.000441,P,07/01/1978,15000000,24,PK,9,SYARIAH
JBS.000440,P,19/02/1989,15000000,24,D,7,SYARIAH
JBS.000446,P,10/07/1977,15000000,24,L,11,SYARIAH
JBS.000152,P,14/11/1965,15000000,24,L,11,SYARIAH
JBS.000154,P,21/05/1978,15000000,24,L,11,SYARIAH
JBS.000153,P,10/05/1973,15000000,24,L,11,SYARIAH
JBS.000451,P,08/02/1965,13000000,24,L,11,SYARIAH
JBS.000447,P,03/07/1962,15000000,18,L,11,SYARIAH
JBS.000448,P,28/11/1988,11000000,24,PK,9,SYARIAH
JBS.000450,P,21/03/1968,15000000,24,L,11,SYARIAH
JBS.000456,P,02/11/1968,15000000,24,PK,8,SYARIAH
JBS.000455,P,12/01/1991,13000000,24,PK,8,SYARIAH
JBS.000457,P,27/11/1975,15000000,24,PK,9,SYARIAH
JBS.000232,P,22/10/1995,15000000,18,L,11,SYARIAH
JBS.000155,P,16/06/1985,15000000,24,L,11,SYARIAH
JBS.000156,P,26/05/1977,15000000,24,L,11,SYARIAH
JBS.000163,P,23/10/1967,15000000,24,L,10,SYARIAH
JBS.000469,P,28/06/1976,13000000,18,PK,7,SYARIAH
JBS.000470,P,05/07/1983,13000000,24,L,9,SYARIAH
JBS.000474,P,05/10/1967,11000000,24,L,10,SYARIAH
JBS.000472,P,02/01/1976,15000000,24,L,10,SYARIAH
JBS.000473,P,06/12/1971,15000000,24,L,10,SYARIAH
JBS.000172,P,06/11/1985,15000000,24,L,9,SYARIAH
JBS.000173,P,26/09/1965,15000000,24,L,9,SYARIAH
JBS.000171,P,19/10/1979,15000000,24,L,8,SYARIAH
JBS.000477,P,21/04/1973,15000000,24,L,9,SYARIAH
JBS.000478,P,02/06/1991,15000000,24,L,9,SYARIAH
JBS.000476,P,28/12/1992,15000000,24,L,9,SYARIAH
JBS.000480,P,13/12/1975,15000000,24,L,9,SYARIAH
JBS.000479,P,05/05/1989,15000000,24,L,9,SYARIAH
JBS.000483,P,29/12/1975,12000000,24,L,9,SYARIAH
JBS.000160,P,26/11/1981,15000000,18,L,9,SYARIAH
JBS.000178,P,17/03/1979,15000000,24,L,9,SYARIAH
JBS.000179,P,22/10/1972,15000000,24,PK,6,SYARIAH
JBS.000180,P,28/08/1983,15000000,18,PK,6,SYARIAH
JBS.000481,P,01/06/1967,13000000,24,PK,6,SYARIAH
JBS.000482,P,23/10/1988,13000000,24,L,9,SYARIAH
JBS.000484,P,09/11/1973,13000000,24,L,9,SYARIAH
JBS.000475,P,12/06/1973,13000000,12,L,9,SYARIAH
JBS.000487,P,31/12/1964,13000000,24,L,9,SYARIAH
JBS.000177,P,13/06/1969,15000000,18,L,9,SYARIAH
JBS.000199,P,19/06/1976,15000000,22,L,9,SYARIAH
JBS.000174,P,04/08/1975,15000000,24,PK,6,SYARIAH
JBS.000488,P,01/07/1973,11000000,24,L,9,SYARIAH
JBS.000489,P,28/12/1965,11000000,24,PK,6,SYARIAH
JBS.000215,P,05/11/1993,15000000,24,L,8,SYARIAH
JBS.000143,P,04/01/1981,15000000,12,L,8,SYARIAH
JBS.000494,P,29/09/1987,15000000,24,L,8,SYARIAH
JBS.000491,P,08/07/1973,12000000,24,L,8,SYARIAH
JBS.000492,P,15/03/1987,12000000,24,L,8,SYARIAH
JBS.000495,P,30/12/1967,11000000,24,L,8,SYARIAH
JBS.000240,P,20/06/1980,15000000,24,L,8,SYARIAH
JBS.000145,P,05/07/1989,15000000,24,L,8,SYARIAH
JBS.000144,P,23/11/1983,15000000,24,L,8,SYARIAH
JBS.000239,P,20/05/1980,15000000,24,PK,5,SYARIAH
JBS.000146,P,22/08/1972,15000000,24,L,8,SYARIAH
JBS.000138,P,31/12/1968,15000000,24,L,8,SYARIAH
JBS.000224,P,17/11/1984,15000000,24,L,8,SYARIAH
JBS.000147,P,20/10/1979,15000000,12,L,8,SYARIAH
JBS.000497,P,19/10/1966,12000000,24,L,8,SYARIAH
JBS.000499,P,05/11/1998,12000000,24,L,8,SYARIAH
JBS.000500,P,19/12/1969,12000000,24,L,8,SYARIAH
JBS.000496,P,31/01/1975,15000000,24,L,8,SYARIAH
JBS.000498,P,22/10/1967,15000000,24,L,8,SYARIAH
JBS.000255,P,08/08/1974,15000000,24,L,8,SYARIAH
JBS.000140,P,13/07/1965,15000000,24,L,8,SYARIAH
JBS.000505,P,14/02/1991,11000000,12,L,8,SYARIAH
JBS.000149,P,12/12/1962,14000000,24,L,7,SYARIAH
JBS.000129,P,04/04/1970,15000000,18,L,7,SYARIAH
JBS.000190,P,16/06/1977,15000000,24,L,7,SYARIAH
JBS.000225,P,16/05/1979,15000000,12,L,7,SYARIAH
JBS.000510,P,10/07/1987,14000000,24,L,7,SYARIAH
JBS.000507,P,22/12/1993,13000000,24,L,7,SYARIAH
JBS.000508,P,11/01/1975,15000000,18,L,7,SYARIAH
JBS.000509,P,01/01/1982,15000000,18,L,7,SYARIAH
JBS.000511,P,16/12/1983,12000000,24,L,7,SYARIAH
JBS.000252,P,06/06/1993,15000000,24,L,6,SYARIAH
JBS.000282,P,16/01/1973,15000000,24,L,7,SYARIAH
JBS.000214,P,23/10/1967,15000000,18,L,7,SYARIAH
JBS.000150,P,01/07/1993,15000000,18,L,7,SYARIAH
JBS.000515,P,19/01/1992,15000000,24,L,7,SYARIAH
JBS.000513,P,01/07/1982,15000000,24,L,7,SYARIAH
JBS.000517,P,01/07/1968,12000000,24,L,7,SYARIAH
JBS.000518,P,10/08/1973,12000000,24,L,7,SYARIAH
JBS.000514,P,01/07/1978,12000000,24,L,7,SYARIAH
JBS.000519,P,24/03/1990,11000000,24,L,7,SYARIAH
JBS.000516,P,06/12/1970,10000000,24,L,7,SYARIAH
JBS.000522,P,21/05/1975,10000000,18,L,7,SYARIAH
JBS.000520,P,18/01/1976,15000000,12,L,7,SYARIAH
JBS.000521,P,31/12/1963,15000000,18,L,7,SYARIAH
JBS.000523,P,10/10/1986,12000000,24,L,7,SYARIAH
JBS.000527,P,03/08/1980,12000000,24,L,7,SYARIAH
JBS.000526,P,05/12/1987,12000000,24,L,7,SYARIAH
JBS.000525,P,01/07/1965,12000000,24,L,7,SYARIAH
JBS.000524,P,01/07/1982,12000000,24,L,7,SYARIAH
JBS.000204,P,08/06/1980,15000000,24,L,7,SYARIAH
JBS.000254,P,15/11/1981,15000000,17,L,7,SYARIAH
JBS.000269,P,12/11/1993,11000000,24,L,6,SYARIAH
JBS.000270,P,20/04/1987,11000000,24,L,6,SYARIAH
JBS.000371,P,30/06/1973,15000000,24,L,6,SYARIAH
JBS.000170,P,17/10/1966,15000000,24,L,6,SYARIAH
JBS.000353,P,11/08/1968,15000000,18,L,6,SYARIAH
JBS.000356,P,29/03/1987,15000000,18,L,6,SYARIAH
JBS.000355,P,01/08/1979,15000000,18,L,6,SYARIAH
JBS.000357,P,22/12/1965,15000000,18,L,6,SYARIAH
JBS.000123,P,02/02/1968,15000000,18,L,6,SYARIAH
JBS.000125,P,26/06/1972,15000000,18,L,6,SYARIAH
JBS.000161,P,07/11/1975,15000000,18,L,6,SYARIAH
JBS.000159,P,03/06/1976,15000000,18,L,6,SYARIAH
JBS.000285,P,01/06/1994,13000000,24,L,6,SYARIAH
JBS.000191,P,12/03/1981,15000000,24,L,6,SYARIAH
JBS.000529,P,02/09/1974,12000000,24,L,6,SYARIAH
JBS.000530,P,23/11/1968,13000000,24,L,6,SYARIAH
JBS.000531,P,22/06/1976,12000000,24,L,6,SYARIAH
JBS.000532,P,02/10/1984,15000000,24,L,6,SYARIAH
JBS.000223,P,13/05/1977,12000000,18,L,6,SYARIAH
JBS.000213,P,07/08/1980,15000000,24,L,6,SYARIAH
JBS.000429,P,08/09/1981,13000000,18,L,5,SYARIAH
JBS.000268,P,10/02/1990,15000000,24,L,5,SYARIAH
JBS.000271,P,24/08/1967,15000000,24,L,5,SYARIAH
JBS.000248,P,25/04/1964,15000000,24,L,5,SYARIAH
JBS.000536,P,05/04/1990,15000000,18,L,5,SYARIAH
JBS.000537,P,31/05/1981,13000000,18,L,5,SYARIAH
JBS.000538,P,10/09/1961,13000000,18,L,5,SYARIAH
JBS.000540,P,21/04/1975,15000000,12,L,5,SYARIAH
JBS.000541,P,31/12/1970,12000000,24,L,5,SYARIAH
JBS.000290,P,06/11/1988,15000000,24,L,5,SYARIAH
JBS.000358,P,27/03/1982,15000000,18,L,5,SYARIAH
JBS.000249,P,27/07/1970,15000000,24,L,5,SYARIAH
JBS.000404,P,14/08/1970,15000000,12,L,5,SYARIAH
JBS.000333,P,27/04/1982,15000000,22,L,4,SYARIAH
JBS.000546,P,15/11/1971,12000000,24,L,4,SYARIAH
JBS.000545,P,10/08/1978,12000000,24,L,4,SYARIAH
JBS.000311,P,09/03/1989,14000000,24,L,4,SYARIAH
JBS.000286,P,10/10/1976,12000000,24,L,4,SYARIAH
JBS.000194,P,25/12/1966,15000000,18,L,4,SYARIAH
JBS.000208,P,15/07/1970,15000000,24,L,4,SYARIAH
JBS.000207,P,26/12/1970,15000000,24,L,4,SYARIAH
JBS.000453,P,30/12/1970,15000000,12,L,4,SYARIAH
JBS.000452,P,10/05/1977,15000000,12,L,4,SYARIAH
JBS.000552,P,10/08/1961,15000000,18,L,4,SYARIAH
JBS.000550,P,17/06/1967,15000000,18,L,4,SYARIAH
JBS.000549,P,12/08/1972,15000000,18,L,4,SYARIAH
JBS.000548,P,05/01/1974,15000000,18,L,4,SYARIAH
JBS.000551,P,05/05/1972,11000000,24,L,4,SYARIAH
JBS.000555,P,31/03/1991,11000000,24,L,4,SYARIAH
JBS.000557,P,22/03/1986,12000000,24,L,4,SYARIAH
JBS.000556,P,21/11/1969,10000000,24,L,4,SYARIAH
JBS.000553,P,27/07/1995,12000000,24,L,4,SYARIAH
JBS.000432,P,18/05/1977,15000000,24,L,4,SYARIAH
JBS.000330,P,04/08/1974,10000000,24,L,4,SYARIAH
JBS.000559,P,06/05/1992,12000000,24,L,4,SYARIAH
JBS.000558,P,30/06/1995,12000000,24,L,4,SYARIAH
JBS.000563,P,15/11/1986,12000000,24,L,4,SYARIAH
JBS.000560,P,04/05/1977,12000000,12,L,4,SYARIAH
JBS.000564,P,11/03/1964,12000000,24,L,4,SYARIAH
JBS.000565,P,22/12/1965,12000000,24,L,4,SYARIAH
JBS.000566,P,15/07/1984,12000000,24,L,4,SYARIAH
JBS.000275,P,07/05/1988,15000000,23,L,4,SYARIAH
JBS.000244,P,05/10/1985,15000000,24,L,4,SYARIAH
JBS.000242,P,12/06/1970,15000000,24,L,4,SYARIAH
JBS.000291,P,20/12/1983,13000000,24,L,4,SYARIAH
JBS.000567,P,14/01/1992,12000000,24,L,4,SYARIAH
JBS.000569,P,27/07/1986,12000000,24,L,4,SYARIAH
JBS.000231,P,11/07/1966,15000000,24,L,4,SYARIAH
JBS.000243,P,31/12/1960,15000000,24,L,4,SYARIAH
JBS.000245,P,11/06/1986,15000000,18,L,3,SYARIAH
JBS.000130,P,11/11/1976,15000000,18,L,3,SYARIAH
JBS.000266,P,17/04/1994,13000000,24,L,3,SYARIAH
JBS.000167,P,07/01/1969,15000000,24,L,2,SYARIAH
JBS.000374,P,01/12/1982,15000000,24,L,2,SYARIAH
JBS.000351,P,01/11/1976,15000000,24,L,2,SYARIAH
JBS.000375,P,12/12/1988,15000000,24,L,2,SYARIAH
JBS.000132,P,16/10/1975,15000000,18,L,2,SYARIAH
JBS.000334,P,01/12/1968,15000000,24,L,2,SYARIAH
JBS.000198,P,13/04/1989,15000000,24,L,2,SYARIAH
JBS.000335,P,08/10/1964,15000000,24,L,2,SYARIAH
JBS.000148,P,29/10/1966,15000000,24,L,2,SYARIAH
JBS.000331,P,08/02/1982,15000000,24,L,2,SYARIAH
JBS.000449,P,28/05/1970,13000000,18,L,1,SYARIAH
JBS.000397,P,30/09/1988,13000000,24,L,1,SYARIAH
JBS.000197,P,16/09/1965,15000000,24,L,1,SYARIAH
JBS.000332,P,30/08/1977,15000000,24,L,1,SYARIAH
JBS.000361,P,09/08/1981,15000000,24,L,1,SYARIAH
JBS.000343,P,24/04/1970,15000000,24,L,1,SYARIAH
JBS.000372,P,06/06/1983,13000000,24,L,1,SYARIAH
JBS.000384,P,03/10/1972,13000000,24,L,1,SYARIAH
JBS.000370,P,15/07/1984,12000000,24,L,1,SYARIAH
JBS.000360,P,20/12/1977,15000000,24,L,1,SYARIAH
JBS.000187,P,08/08/1986,13000000,24,L,1,SYARIAH
JBS.000176,P,27/05/1982,15000000,24,L,1,SYARIAH
JBS.000217,P,19/08/1985,15000000,12,L,1,SYARIAH
JBS.000504,P,08/06/1989,25000000,24,L,8,SYARIAH
JBS.000503,P,20/07/1974,50000000,36,L,8,SYARIAH
JBS.000506,L,28/08/1990,10000000,24,L,8,SYARIAH
JBS.000502,L,14/08/1969,50000000,36,L,7,SYARIAH
JBS.000512,P,12/04/1993,50000000,36,L,7,SYARIAH
JBS.000528,P,05/03/1999,50000000,36,L,6,SYARIAH
JBS.000533,P,23/12/1995,20000000,24,L,6,SYARIAH
JBS.000534,P,01/01/1982,26000000,36,L,6,SYARIAH
JBS.000535,P,20/08/1971,25000000,24,L,5,SYARIAH
JBS.000539,P,03/08/1986,26000000,36,L,5,SYARIAH
JBS.000554,P,29/03/1989,25000000,12,L,4,SYARIAH
JBS.000561,P,23/07/1990,26000000,36,L,4,SYARIAH
JBS.000568,L,28/08/1993,40000000,24,L,4,SYARIAH
JBS.000570,P,15/05/1982,40000000,24,L,4,SYARIAH
JBS.000571,P,09/10/1960,50000000,36,L,4,SYARIAH
JBS.000573,P,24/12/1983,25000000,24,L,4,SYARIAH
JBS.000575,P,08/09/1987,35000000,36,L,4,SYARIAH
RDS.000014,L,10/09/1972,300000000,48,L,41,SYARIAH
RDS.000037,L,01/07/1984,200000000,48,L,38,SYARIAH
RDS.000087,#N/A,#N/A,70000000,36,L,32,SYARIAH
RDS.000047,P,03/03/1991,101000000,48,L,35,SYARIAH
RDS.000048,L,12/02/1963,101000000,48,L,36,SYARIAH
RDS.000053,L,12/12/1972,51000000,36,PK,34,SYARIAH
RDS.000058,P,01/07/1988,30000000,36,L,35,SYARIAH
RDS.000060,L,27/07/1996,30000000,36,PK,32,SYARIAH
RDS.000064,L,01/07/1968,35000000,36,L,34,SYARIAH
RDS.000069,L,11/11/1988,30000000,36,L,34,SYARIAH
RDS.000070,L,01/07/1977,60000000,36,PK,31,SYARIAH
RDS.000090,L,15/05/1968,51000000,36,L,32,SYARIAH
RDS.000091,L,05/05/1983,40000000,36,PK,30,SYARIAH
RDS.000092,P,26/05/1991,150000000,36,L,32,SYARIAH
RDS.000094,L,10/10/1960,100000000,36,L,32,SYARIAH
RDS.000095,P,11/11/1992,80000000,36,L,32,SYARIAH
RDS.000097,P,17/07/1978,65000000,36,M,7,SYARIAH
RDS.000098,P,07/01/1962,200000000,36,PK,20,SYARIAH
RDS.000099,P,18/08/1993,35000000,36,L,31,SYARIAH
RDS.000104,P,14/05/1973,30000000,36,L,31,SYARIAH
RDS.000106,L,03/03/1970,35000000,36,PK,28,SYARIAH
RDS.000107,P,04/11/1992,40000000,36,L,31,SYARIAH
RDS.000024,P,01/07/1960,91500000,54,L,28,SYARIAH
RDS.000035,L,02/12/1972,41300000,30,L,29,SYARIAH
RDS.000049,L,01/01/1977,71500000,42,PK,26,SYARIAH
RDS.000051,P,02/03/1987,46500000,43,L,28,SYARIAH
RDS.000062,L,01/07/1987,91300000,43,PK,26,SYARIAH
RDS.000068,L,11/11/1990,114600000,56,L,27,SYARIAH
RDS.000116,P,05/08/1962,50000000,36,L,15,SYARIAH
RDS.000117,P,25/12/1967,101000000,36,PK,24,SYARIAH
RDS.000121,L,01/07/1975,40000000,36,L,26,SYARIAH
RDS.000123,P,01/07/1992,75000000,36,PK,25,SYARIAH
RDS.000127,P,13/07/1979,220000000,48,L,26,SYARIAH
RDS.000130,P,01/10/1984,30000000,36,L,26,SYARIAH
RDS.000133,P,25/05/1974,65000000,36,PK,24,SYARIAH
RDS.000134,L,01/07/1987,55000000,36,L,25,SYARIAH
RDS.000138,P,21/11/1985,30000000,36,L,25,SYARIAH
RDS.000139,P,17/11/1981,30000000,36,PK,22,SYARIAH
RDS.000141,P,16/06/1983,40000000,36,L,25,SYARIAH
RDS.000034,P,22/10/1972,75000000,36,L,24,SYARIAH
RDS.000143,P,15/08/1982,60000000,36,L,25,SYARIAH
RDS.000144,P,30/06/1986,30000000,36,L,25,SYARIAH
RDS.000145,P,31/12/1990,60000000,36,L,24,SYARIAH
RDS.000147,L,01/07/1967,85000000,36,L,23,SYARIAH
RDS.000148,P,01/07/1993,30000000,36,L,24,SYARIAH
RDS.000149,L,05/04/1964,150000000,48,L,24,SYARIAH
RDS.000150,P,17/04/1983,50000000,36,L,24,SYARIAH
RDS.000151,P,01/07/1967,15000000,24,PK,21,SYARIAH
RDS.000152,P,27/03/1980,120000000,48,L,24,SYARIAH
RDS.000153,L,31/12/1962,50000000,36,L,24,SYARIAH
RDS.000160,L,01/07/1979,35000000,36,L,24,SYARIAH
RDS.000177,P,19/10/1987,200000000,48,L,23,SYARIAH
RDS.000178,P,01/07/1986,20000000,24,L,5,SYARIAH
RDS.000234,L,05/07/1970,50000000,36,L,22,SYARIAH
RDS.000269,L,14/09/1979,201000000,48,L,21,SYARIAH
RDS.000270,L,21/03/1974,75000000,24,L,21,SYARIAH
RDS.000274,L,16/05/1960,30000000,36,L,21,SYARIAH
RDS.000275,P,09/09/1993,55000000,36,L,20,SYARIAH
RDS.000276,P,08/01/1975,160000000,48,L,21,SYARIAH
RDS.000280,P,06/04/1977,40000000,36,L,20,SYARIAH
RDS.000284,L,06/01/1969,30000000,24,L,20,SYARIAH
RDS.000289,L,17/08/1973,30000000,24,L,20,SYARIAH
RDS.000290,P,17/08/1988,51000000,36,L,20,SYARIAH
RDS.000291,L,10/11/1985,35000000,36,L,19,SYARIAH
RDS.000293,P,04/02/2000,40000000,36,L,19,SYARIAH
RDS.000295,P,09/04/1972,50000000,36,L,19,SYARIAH
RDS.000297,L,17/11/1971,20000000,24,L,19,SYARIAH
RDS.000298,L,13/03/1965,34000000,24,L,19,SYARIAH
RDS.000299,L,04/03/1981,150000000,36,L,19,SYARIAH
RDS.000300,L,15/08/1973,120000000,36,L,19,SYARIAH
RDS.000304,L,18/01/1991,50000000,36,L,19,SYARIAH
RDS.000305,L,27/01/1969,50000000,36,L,19,SYARIAH
RDS.000313,L,30/04/1987,150000000,30,L,18,SYARIAH
RDS.000314,L,05/05/1980,35000000,36,L,18,SYARIAH
RDS.000315,P,05/09/1986,25000000,36,L,18,SYARIAH
RDS.000319,L,31/12/1965,50000000,36,L,18,SYARIAH
RDS.000320,P,01/07/1978,30000000,36,L,18,SYARIAH
RDS.000321,L,19/10/1988,50000000,36,L,18,SYARIAH
RDS.000322,P,19/06/1989,35000000,36,L,18,SYARIAH
RDS.000323,P,26/08/1977,50000000,36,L,18,SYARIAH
RDS.000324,L,07/09/1984,101000000,48,L,18,SYARIAH
RDS.000326,P,27/09/1990,75000000,36,L,17,SYARIAH
RDS.000327,L,04/04/1972,20000000,24,L,17,SYARIAH
RDS.000333,L,02/06/1987,25000000,24,L,17,SYARIAH
RDS.000334,P,08/09/1959,25000000,24,L,17,SYARIAH
RDS.000012,L,05/04/1990,42000000,27,L,17,SYARIAH
RDS.000340,L,01/07/1973,40000000,36,L,16,SYARIAH
RDS.000341,P,01/07/1971,60000000,36,L,16,SYARIAH
RDS.000350,P,01/07/1994,35000000,36,L,16,SYARIAH
RDS.000351,P,08/01/1990,60000000,36,PK,13,SYARIAH
RDS.000354,P,12/04/1968,40000000,36,L,15,SYARIAH
RDS.000355,L,10/11/1979,51000000,36,L,15,SYARIAH
RDS.000357,L,11/11/1982,80000000,36,L,15,SYARIAH
RDS.000362,P,01/07/1967,90000000,36,L,14,SYARIAH
RDS.000364,L,25/11/1985,25000000,36,L,15,SYARIAH
RDS.000365,P,08/11/1972,63000000,36,L,15,SYARIAH
RDS.000366,P,01/05/1985,100000000,36,L,15,SYARIAH
RDS.000368,L,27/03/1980,30000000,24,L,14,SYARIAH
RDS.000369,P,19/05/1987,101000000,48,L,14,SYARIAH
RDS.000370,L,01/07/1959,30000000,36,L,14,SYARIAH
RDS.000373,P,08/09/1971,30000000,24,L,14,SYARIAH
RDS.000380,L,30/01/1992,30000000,24,L,14,SYARIAH
RDS.000386,P,01/08/1985,30000000,24,L,14,SYARIAH
RDS.000390,L,07/07/1982,101000000,36,L,13,SYARIAH
RDS.000391,L,17/08/1988,50000000,36,L,13,SYARIAH
RDS.000393,P,02/07/1997,80000000,36,L,13,SYARIAH
RDS.000405,L,07/10/1987,25000000,24,L,13,SYARIAH
RDS.000392,P,12/05/1988,65000000,36,L,13,SYARIAH
RDS.000411,L,06/06/1989,80000000,36,L,12,SYARIAH
RDS.000096,L,14/01/1969,60000000,36,L,11,SYARIAH
RDS.000412,P,08/12/1987,30000000,36,L,12,SYARIAH
RDS.000413,L,16/05/1982,120000000,36,L,12,SYARIAH
RDS.000416,L,08/12/1967,59000000,36,L,12,SYARIAH
RDS.000418,L,01/07/1963,30000000,36,L,12,SYARIAH
RDS.000417,L,25/06/1973,60000000,36,L,12,SYARIAH
RDS.000002,L,01/07/1975,21000000,24,PK,9,SYARIAH
RDS.000430,P,01/08/1982,30000000,24,L,11,SYARIAH
RDS.000438,P,01/07/1983,40000000,36,L,11,SYARIAH
RDS.000439,L,01/07/1973,50000000,36,L,11,SYARIAH
RDS.000440,L,02/06/1982,40000000,36,L,11,SYARIAH
RDS.000441,P,06/08/1992,175000000,48,L,11,SYARIAH
RDS.000054,L,12/02/1977,126000000,38,PK,8,SYARIAH
RDS.000459,P,03/12/1982,25000000,24,L,10,SYARIAH
RDS.000468,P,01/07/1970,40000000,36,L,10,SYARIAH
RDS.000469,L,10/11/1970,40000000,36,L,10,SYARIAH
RDS.000475,P,15/12/1998,50000000,36,L,9,SYARIAH
RDS.000477,L,11/04/1991,50000000,36,L,9,SYARIAH
RDS.000478,L,01/07/1972,40000000,36,L,9,SYARIAH
RDS.000025,L,23/02/1969,31900000,16,L,8,SYARIAH
RDS.000488,P,06/10/1987,50000000,36,L,9,SYARIAH
RDS.000489,L,30/12/1987,25000000,24,L,9,SYARIAH
RDS.000491,L,05/05/1978,30000000,36,L,9,SYARIAH
RDS.000103,L,10/01/1971,70000000,36,L,7,SYARIAH
RDS.000057,P,08/01/1985,25500000,24,L,6,SYARIAH
RDS.000109,L,13/03/1972,77500000,37,L,6,SYARIAH
RDS.000052,P,03/07/1988,227600000,52,L,6,SYARIAH
RDS.000050,P,12/12/1977,471500000,49,L,6,SYARIAH
RDS.000036,L,11/07/1976,138500000,44,L,6,SYARIAH
RDS.000063,P,18/08/1990,45000000,37,L,5,SYARIAH
RDS.000079,P,01/07/1974,34000000,30,L,5,SYARIAH
RDS.000527,L,11/11/1988,80000000,36,L,5,SYARIAH
RDS.000008,L,01/07/1968,75000000,32,L,4,SYARIAH
RDS.000055,P,12/12/1975,124000000,50,L,5,SYARIAH
RDS.000018,P,05/05/1982,6400000,6,L,5,SYARIAH
RDS.000105,L,09/09/1976,28000000,30,PK,3,SYARIAH
RDS.000086,L,16/09/1997,49500000,34,PK,1,SYARIAH
RDS.000056,P,20/10/1974,36500000,32,L,3,SYARIAH
RDS.000533,P,11/05/1967,60000000,36,L,4,SYARIAH
RDS.000026,P,15/08/1989,20500000,10,PK,1,SYARIAH
RDS.000040,L,19/09/1967,33450000,22,PK,1,SYARIAH
RDS.000085,L,25/03/1967,35700000,37,PK,1,SYARIAH
RDS.000140,L,25/06/1993,20800000,41,L,1,SYARIAH
RDS.000122,L,02/08/1996,23250000,24,L,1,SYARIAH
RDS.000059,L,24/11/1985,55000000,36,L,2,SYARIAH
RDS.000154,P,01/07/1976,167500000,32,L,1,SYARIAH
RDS.000296,L,04/07/1978,119500000,60,L,1,SYARIAH
RDS.000041,L,15/07/1962,9900000,10,L,1,SYARIAH
